
Processing testCase1 commands:


Calling: timeWrapperTimed(readTestTimed, top-output.txt)
13:27:25	1000	3.801417	3.333000	128.333000
13:27:25	2000	3.058658	2.791000	41.458000
13:27:25	3000	2.985199	2.375000	29.541000
13:27:25	4000	2.639860	2.375000	64.875000
13:27:25	5000	2.590994	2.375000	43.500000
13:27:25	6000	2.309849	2.083000	41.166000
13:27:25	7000	2.223818	2.083000	15.792000
13:27:25	8000	2.154638	1.875000	15.542000
13:27:25	9000	2.036944	1.833000	16.375000
13:27:25	10000	2.338835	1.875000	318.125000
13:27:25	11000	1.918113	1.750000	13.250000
13:27:25	12000	1.872742	1.750000	13.542000
13:27:25	13000	1.850583	1.750000	12.292000
13:27:25	14000	1.796423	1.625000	12.375000
13:27:25	15000	1.733877	1.583000	11.666000
13:27:25	16000	1.755591	1.625000	13.167000
13:27:25	17000	1.709487	1.500000	28.208000
13:27:25	18000	1.632840	1.500000	12.542000
13:27:25	19000	1.600004	1.500000	10.958000
13:27:25	20000	1.610222	1.500000	10.958000
13:27:25	21000	1.550906	1.458000	10.459000
13:27:25	22000	1.544574	1.416000	14.833000
13:27:25	23000	1.533868	1.417000	10.708000
13:27:25	24000	1.523127	1.416000	10.459000
13:27:25	25000	1.473509	1.375000	9.916000
13:27:25	26000	1.456459	1.333000	13.166000
13:27:25	27000	1.462923	1.333000	13.166000
13:27:25	28000	1.461830	1.375000	9.792000
13:27:25	29000	1.413576	1.292000	9.750000
13:27:25	30000	1.402987	1.291000	9.250000
13:27:25	31000	1.416703	1.250000	18.041000
13:27:25	32000	1.368305	1.250000	9.333000
13:27:25	33000	1.370321	1.250000	14.542000
13:27:25	34000	1.385920	1.250000	17.625000
13:27:25	35000	1.350785	1.250000	9.625000
13:27:25	36000	1.326828	1.208000	12.042000
13:27:25	37000	1.325829	1.250000	16.750000
13:27:25	38000	1.320617	1.208000	9.000000
13:27:25	39000	1.325110	1.208000	12.250000
13:27:25	40000	1.305940	1.208000	13.584000
13:27:25	41000	1.286995	1.167000	8.958000
13:27:25	42000	1.309963	1.208000	9.958000
13:27:25	43000	1.294713	1.208000	13.584000
13:27:25	44000	1.286379	1.208000	8.584000
13:27:25	45000	1.287400	1.208000	8.542000
13:27:25	46000	1.274952	1.166000	16.125000
13:27:25	47000	1.253074	1.125000	8.750000
13:27:25	48000	1.265582	1.166000	8.583000
13:27:25	49000	1.258701	1.125000	11.792000
13:27:25	50000	1.267048	1.125000	9.166000
13:27:25	51000	1.214675	1.125000	8.167000
13:27:25	52000	1.222830	1.125000	8.167000
13:27:25	53000	1.224202	1.125000	9.542000
13:27:25	54000	1.244490	1.125000	10.333000
13:27:25	55000	1.221186	1.125000	12.708000
13:27:25	56000	1.241119	1.125000	13.958000
13:27:25	57000	1.211039	1.083000	11.083000
13:27:25	58000	1.192603	1.125000	8.167000
13:27:25	59000	1.200197	1.125000	14.583000
13:27:25	60000	1.198323	1.084000	8.333000
13:27:25	61000	1.193247	1.125000	8.042000
13:27:25	62000	1.193305	1.084000	11.125000
13:27:25	63000	1.253585	1.083000	27.791000
13:27:25	64000	1.226802	1.083000	11.667000
13:27:25	65000	1.224697	1.125000	12.541000
13:27:25	66000	1.228949	1.083000	10.958000
13:27:25	67000	1.219929	1.125000	9.291000
13:27:25	68000	1.210244	1.125000	11.875000
13:27:25	69000	1.215927	1.125000	8.792000
13:27:25	70000	1.205005	1.125000	8.625000
13:27:25	71000	1.219552	1.084000	8.709000
13:27:25	72000	1.211002	1.125000	8.833000
13:27:25	73000	1.218358	1.084000	8.417000
13:27:25	74000	1.217946	1.125000	8.584000
13:27:25	75000	1.217828	1.125000	11.625000
13:27:25	76000	1.219090	1.125000	9.834000
13:27:25	77000	1.205115	1.083000	8.583000
13:27:25	78000	1.211253	1.083000	11.542000
